"SalesOrderNumber","OrderDate","ProductKey","ResellerKey","EmployeeKey","SalesTerritoryKey","Quantity","Unit Price","Sales","Cost"
"SO44124","9/26/2017 12:00:00 AM","272","3","283","4","1","183.94","183.94","181.4900"
"SO44124","9/26/2017 12:00:00 AM","322","3","283","4","5","419.46","2097.30","2065.7300"
"SO44124","9/26/2017 12:00:00 AM","270","3","283","4","1","183.94","183.94","181.4900"
"SO44124","9/26/2017 12:00:00 AM","317","3","283","4","2","874.79","1749.58","1769.4200"
"SO44124","9/26/2017 12:00:00 AM","212","3","283","4","1","20.19","20.19","12.0300"
"SO44124","9/26/2017 12:00:00 AM","334","3","283","4","1","419.46","419.46","413.1500"
"SO44124","9/26/2017 12:00:00 AM","330","3","283","4","2","419.46","838.92","826.2900"
"SO44124","9/26/2017 12:00:00 AM","332","3","283","4","2","419.46","838.92","826.2900"
"SO44124","9/26/2017 12:00:00 AM","262","3","283","4","2","183.94","367.88","362.9700"
"SO44124","9/26/2017 12:00:00 AM","215","3","283","4","2","20.19","40.38","24.0600"
"SO44124","9/26/2017 12:00:00 AM","275","3","283","4","2","356.90","713.80","704.2800"
"SO44124","9/26/2017 12:00:00 AM","223","3","283","4","4","5.19","20.76","22.8200"
"SO44125","9/26/2017 12:00:00 AM","223","238","283","3","3","5.19","15.57","17.1200"
"SO44125","9/26/2017 12:00:00 AM","319","238","283","3","2","874.79","1749.58","1769.4200"
"SO44125","9/26/2017 12:00:00 AM","326","238","283","3","2","419.46","838.92","826.2900"
"SO44126","9/26/2017 12:00:00 AM","349","20","289","1","1","2024.99","2024.99","1898.0900"
"SO44126","9/26/2017 12:00:00 AM","218","20","289","1","2","5.70","11.40","6.7900"
"SO44126","9/26/2017 12:00:00 AM","344","20","289","1","1","2039.99","2039.99","1912.1500"
"SO44126","9/26/2017 12:00:00 AM","345","20","289","1","2","2039.99","4079.98","3824.3100"
"SO44126","9/26/2017 12:00:00 AM","350","20","289","1","2","2024.99","4049.98","3796.1900"
"SO44126","9/26/2017 12:00:00 AM","219","20","289","1","3","5.70","17.10","10.1900"
"SO44126","9/26/2017 12:00:00 AM","346","20","289","1","1","2039.99","2039.99","1912.1500"
"SO44127","9/26/2017 12:00:00 AM","347","608","287","4","2","2039.99","4079.98","3824.3100"
"SO44127","9/26/2017 12:00:00 AM","307","608","287","4","1","722.59","722.59","623.8400"
"SO44127","9/26/2017 12:00:00 AM","293","608","287","4","6","722.59","4335.54","3743.0400"
"SO44127","9/26/2017 12:00:00 AM","304","608","287","4","2","714.70","1429.40","1234.0600"
"SO44127","9/26/2017 12:00:00 AM","212","608","287","4","1","20.19","20.19","12.0300"
"SO44127","9/26/2017 12:00:00 AM","220","608","287","4","2","20.19","40.38","24.0600"
"SO44127","9/26/2017 12:00:00 AM","351","608","287","4","3","2024.99","6074.97","5694.2800"
"SO44127","9/26/2017 12:00:00 AM","215","608","287","4","1","20.19","20.19","12.0300"
"SO44127","9/26/2017 12:00:00 AM","349","608","287","4","5","2024.99","10124.95","9490.4700"
"SO44127","9/26/2017 12:00:00 AM","223","608","287","4","3","5.19","15.57","17.1200"
"SO44127","9/26/2017 12:00:00 AM","350","608","287","4","6","2024.99","12149.94","11388.5700"
"SO44127","9/26/2017 12:00:00 AM","348","608","287","4","6","2024.99","12149.94","11388.5700"
"SO44127","9/26/2017 12:00:00 AM","232","608","287","4","2","28.84","57.68","63.4500"
"SO44127","9/26/2017 12:00:00 AM","235","608","287","4","1","28.84","28.84","31.7200"
"SO44127","9/26/2017 12:00:00 AM","345","608","287","4","5","2039.99","10199.95","9560.7700"
"SO44127","9/26/2017 12:00:00 AM","218","608","287","4","5","5.70","28.50","16.9800"
"SO44127","9/26/2017 12:00:00 AM","292","608","287","4","4","818.70","3274.80","2827.2400"
"SO44127","9/26/2017 12:00:00 AM","346","608","287","4","6","2039.99","12239.94","11472.9300"
"SO44127","9/26/2017 12:00:00 AM","300","608","287","4","2","809.76","1619.52","1398.1900"
"SO44127","9/26/2017 12:00:00 AM","229","608","287","4","2","28.84","57.68","63.4500"
"SO44127","9/26/2017 12:00:00 AM","344","608","287","4","5","2039.99","10199.95","9560.7700"
"SO44127","9/26/2017 12:00:00 AM","296","608","287","4","3","714.70","2144.10","1851.0800"
"SO44128","9/27/2017 12:00:00 AM","348","279","285","5","3","2024.99","6074.97","5694.2800"
"SO44128","9/27/2017 12:00:00 AM","347","279","285","5","1","2039.99","2039.99","1912.1500"
"SO44128","9/27/2017 12:00:00 AM","346","279","285","5","1","2039.99","2039.99","1912.1500"
"SO44128","9/27/2017 12:00:00 AM","344","279","285","5","1","2039.99","2039.99","1912.1500"
"SO44128","9/27/2017 12:00:00 AM","215","279","285","5","2","20.19","40.38","24.0600"
"SO44128","9/27/2017 12:00:00 AM","220","279","285","5","2","20.19","40.38","24.0600"
"SO44128","9/27/2017 12:00:00 AM","232","279","285","5","4","28.84","115.36","126.9000"
"SO44128","9/27/2017 12:00:00 AM","351","279","285","5","1","2024.99","2024.99","1898.0900"
"SO44128","9/27/2017 12:00:00 AM","345","279","285","5","2","2039.99","4079.98","3824.3100"
"SO44128","9/27/2017 12:00:00 AM","212","279","285","5","1","20.19","20.19","12.0300"
"SO44128","9/27/2017 12:00:00 AM","223","279","285","5","5","5.19","25.95","28.5300"
"SO44129","9/27/2017 12:00:00 AM","332","54","281","2","5","419.46","2097.30","2065.7300"
"SO44129","9/27/2017 12:00:00 AM","220","54","281","2","3","20.19","60.57","36.0800"
"SO44129","9/27/2017 12:00:00 AM","326","54","281","2","2","419.46","838.92","826.2900"
"SO44129","9/27/2017 12:00:00 AM","316","54","281","2","6","874.79","5248.74","5308.2500"
"SO44129","9/27/2017 12:00:00 AM","253","54","281","2","3","178.58","535.74","528.6000"
"SO44129","9/27/2017 12:00:00 AM","324","54","281","2","7","419.46","2936.22","2892.0200"
"SO44129","9/27/2017 12:00:00 AM","232","54","281","2","5","28.84","144.20","158.6200"
"SO44129","9/27/2017 12:00:00 AM","272","54","281","2","3","183.94","551.82","544.4600"
"SO44129","9/27/2017 12:00:00 AM","330","54","281","2","2","419.46","838.92","826.2900"
"SO44129","9/27/2017 12:00:00 AM","270","54","281","2","4","183.94","735.76","725.9400"
"SO44129","9/27/2017 12:00:00 AM","328","54","281","2","5","419.46","2097.30","2065.7300"
"SO44129","9/27/2017 12:00:00 AM","334","54","281","2","2","419.46","838.92","826.2900"
"SO44129","9/27/2017 12:00:00 AM","338","54","281","2","2","419.46","838.92","826.2900"
"SO44129","9/27/2017 12:00:00 AM","229","54","281","2","6","28.84","173.04","190.3500"
"SO44129","9/27/2017 12:00:00 AM","285","54","281","2","3","178.58","535.74","528.6000"
"SO44129","9/27/2017 12:00:00 AM","212","54","281","2","2","20.19","40.38","24.0600"
"SO44129","9/27/2017 12:00:00 AM","275","54","281","2","1","356.90","356.90","352.1400"
"SO44129","9/27/2017 12:00:00 AM","310","54","281","2","2","2146.96","4293.92","4342.5900"
"SO44129","9/27/2017 12:00:00 AM","315","54","281","2","10","874.79","8747.90","8847.0800"
"SO44129","9/27/2017 12:00:00 AM","322","54","281","2","3","419.46","1258.38","1239.4400"
"SO44129","9/27/2017 12:00:00 AM","235","54","281","2","4","28.84","115.36","126.9000"
"SO44129","9/27/2017 12:00:00 AM","314","54","281","2","4","2146.96","8587.84","8685.1800"
"SO44129","9/27/2017 12:00:00 AM","342","54","281","2","3","419.46","1258.38","1239.4400"
"SO44129","9/27/2017 12:00:00 AM","317","54","281","2","3","874.79","2624.37","2654.1200"
"SO44129","9/27/2017 12:00:00 AM","319","54","281","2","9","874.79","7873.11","7962.3700"
"SO44129","9/27/2017 12:00:00 AM","264","54","281","2","1","183.94","183.94","181.4900"
"SO44129","9/27/2017 12:00:00 AM","276","54","281","2","4","356.90","1427.60","1408.5600"
"SO44129","9/27/2017 12:00:00 AM","262","54","281","2","2","183.94","367.88","362.9700"
"SO44129","9/27/2017 12:00:00 AM","215","54","281","2","3","20.19","60.57","36.0800"
"SO44129","9/27/2017 12:00:00 AM","223","54","281","2","6","5.19","31.14","34.2300"
"SO44130","9/29/2017 12:00:00 AM","344","602","285","5","6","2039.99","12239.94","11472.9300"
"SO44130","9/29/2017 12:00:00 AM","349","602","285","5","4","2024.99","8099.96","7592.3800"
"SO44130","9/29/2017 12:00:00 AM","304","602","285","5","1","714.70","714.70","617.0300"
"SO44130","9/29/2017 12:00:00 AM","218","602","285","5","6","5.70","34.20","20.3800"
"SO44130","9/29/2017 12:00:00 AM","351","602","285","5","3","2024.99","6074.97","5694.2800"
"SO44130","9/29/2017 12:00:00 AM","220","602","285","5","1","20.19","20.19","12.0300"
"SO44130","9/29/2017 12:00:00 AM","307","602","285","5","1","722.59","722.59","623.8400"
"SO44130","9/29/2017 12:00:00 AM","348","602","285","5","3","2024.99","6074.97","5694.2800"
"SO44130","9/29/2017 12:00:00 AM","296","602","285","5","2","714.70","1429.40","1234.0600"
"SO44131","9/29/2017 12:00:00 AM","218","576","281","2","6","5.70","34.20","20.3800"
"SO44131","9/29/2017 12:00:00 AM","212","576","281","2","2","20.19","40.38","24.0600"
"SO44131","9/29/2017 12:00:00 AM","349","576","281","2","3","2024.99","6074.97","5694.2800"
"SO44131","9/29/2017 12:00:00 AM","215","576","281","2","5","20.19","100.95","60.1400"
"SO44131","9/29/2017 12:00:00 AM","346","576","281","2","1","2039.99","2039.99","1912.1500"
"SO44131","9/29/2017 12:00:00 AM","235","576","281","2","1","28.84","28.84","31.7200"
"SO44131","9/29/2017 12:00:00 AM","344","576","281","2","2","2039.99","4079.98","3824.3100"
"SO44131","9/29/2017 12:00:00 AM","351","576","281","2","2","2024.99","4049.98","3796.1900"
"SO44131","9/29/2017 12:00:00 AM","345","576","281","2","1","2039.99","2039.99","1912.1500"
"SO44131","9/29/2017 12:00:00 AM","350","576","281","2","1","2024.99","2024.99","1898.0900"
"SO44132","9/30/2017 12:00:00 AM","351","585","285","5","2","2024.99","4049.98","3796.1900"
"SO44133","9/30/2017 12:00:00 AM","317","170","285","5","1","874.79","874.79","884.7100"
"SO44133","9/30/2017 12:00:00 AM","334","170","285","5","3","419.46","1258.38","1239.4400"
"SO44133","9/30/2017 12:00:00 AM","330","170","285","5","1","419.46","419.46","413.1500"
"SO44133","9/30/2017 12:00:00 AM","316","170","285","5","5","874.79","4373.95","4423.5400"
"SO44133","9/30/2017 12:00:00 AM","315","170","285","5","2","874.79","1749.58","1769.4200"
"SO44133","9/30/2017 12:00:00 AM","338","170","285","5","1","419.46","419.46","413.1500"
"SO44133","9/30/2017 12:00:00 AM","324","170","285","5","2","419.46","838.92","826.2900"
"SO44133","9/30/2017 12:00:00 AM","328","170","285","5","2","419.46","838.92","826.2900"
"SO44133","9/30/2017 12:00:00 AM","342","170","285","5","5","419.46","2097.30","2065.7300"
"SO44133","9/30/2017 12:00:00 AM","314","170","285","5","4","2146.96","8587.84","8685.1800"
"SO44133","9/30/2017 12:00:00 AM","212","170","285","5","1","20.19","20.19","12.0300"
"SO44133","9/30/2017 12:00:00 AM","270","170","285","5","2","183.94","367.88","362.9700"
"SO44133","9/30/2017 12:00:00 AM","326","170","285","5","3","419.46","1258.38","1239.4400"
"SO44133","9/30/2017 12:00:00 AM","285","170","285","5","3","178.58","535.74","528.6000"
"SO44133","9/30/2017 12:00:00 AM","322","170","285","5","3","419.46","1258.38","1239.4400"
"SO44133","9/30/2017 12:00:00 AM","332","170","285","5","1","419.46","419.46","413.1500"
"SO44133","9/30/2017 12:00:00 AM","262","170","285","5","2","183.94","367.88","362.9700"
"SO44280","10/1/2017 12:00:00 AM","229","215","281","2","2","28.84","57.68","63.4500"
"SO44281","10/1/2017 12:00:00 AM","342","510","282","4","1","419.46","419.46","413.1500"
"SO44282","10/3/2017 12:00:00 AM","346","442","288","6","4","2039.99","8159.96","7648.6200"
"SO44282","10/3/2017 12:00:00 AM","215","442","288","6","3","20.19","60.57","36.0800"
"SO44282","10/3/2017 12:00:00 AM","300","442","288","6","1","809.76","809.76","699.0900"
"SO44282","10/3/2017 12:00:00 AM","288","442","288","6","2","722.59","1445.18","1247.6800"
"SO44282","10/3/2017 12:00:00 AM","235","442","288","6","4","28.84","115.36","126.9000"
"SO44282","10/3/2017 12:00:00 AM","229","442","288","6","3","28.84","86.52","95.1700"
"SO44282","10/3/2017 12:00:00 AM","212","442","288","6","2","20.19","40.38","24.0600"
"SO44282","10/3/2017 12:00:00 AM","345","442","288","6","2","2039.99","4079.98","3824.3100"
"SO44282","10/3/2017 12:00:00 AM","220","442","288","6","4","20.19","80.76","48.1100"
"SO44282","10/3/2017 12:00:00 AM","299","442","288","6","1","809.76","809.76","699.0900"
"SO44282","10/3/2017 12:00:00 AM","293","442","288","6","2","722.59","1445.18","1247.6800"
"SO44282","10/3/2017 12:00:00 AM","296","442","288","6","1","714.70","714.70","617.0300"
"SO44282","10/3/2017 12:00:00 AM","232","442","288","6","6","28.84","173.04","190.3500"
"SO44282","10/3/2017 12:00:00 AM","348","442","288","6","8","2024.99","16199.92","15184.7600"
"SO44282","10/3/2017 12:00:00 AM","344","442","288","6","3","2039.99","6119.97","5736.4600"
"SO44283","10/5/2017 12:00:00 AM","319","227","288","6","8","874.79","6998.32","7077.6700"
"SO44283","10/5/2017 12:00:00 AM","317","227","288","6","2","874.79","1749.58","1769.4200"
"SO44283","10/5/2017 12:00:00 AM","272","227","288","6","1","183.94","183.94","181.4900"
"SO44283","10/5/2017 12:00:00 AM","316","227","288","6","2","874.79","1749.58","1769.4200"
"SO44283","10/5/2017 12:00:00 AM","314","227","288","6","2","2146.96","4293.92","4342.5900"
"SO44283","10/5/2017 12:00:00 AM","326","227","288","6","5","419.46","2097.30","2065.7300"
"SO44283","10/5/2017 12:00:00 AM","342","227","288","6","12","405.48","4865.76","4957.7600"
"SO44283","10/5/2017 12:00:00 AM","279","227","288","6","1","178.58","178.58","176.2000"
"SO44283","10/5/2017 12:00:00 AM","328","227","288","6","8","419.46","3355.68","3305.1700"
"SO44283","10/5/2017 12:00:00 AM","264","227","288","6","1","183.94","183.94","181.4900"
"SO44283","10/5/2017 12:00:00 AM","253","227","288","6","3","178.58","535.74","528.6000"
"SO44283","10/5/2017 12:00:00 AM","338","227","288","6","2","419.46","838.92","826.2900"
"SO44283","10/5/2017 12:00:00 AM","336","227","288","6","1","419.46","419.46","413.1500"
"SO44283","10/5/2017 12:00:00 AM","270","227","288","6","1","183.94","183.94","181.4900"
"SO44283","10/5/2017 12:00:00 AM","310","227","288","6","1","2146.96","2146.96","2171.2900"
"SO44283","10/5/2017 12:00:00 AM","324","227","288","6","2","419.46","838.92","826.2900"
"SO44283","10/5/2017 12:00:00 AM","276","227","288","6","2","356.90","713.80","704.2800"
"SO44283","10/5/2017 12:00:00 AM","330","227","288","6","2","419.46","838.92","826.2900"
"SO44283","10/5/2017 12:00:00 AM","262","227","288","6","3","183.94","551.82","544.4600"
"SO44283","10/5/2017 12:00:00 AM","332","227","288","6","6","419.46","2516.76","2478.8800"
"SO44283","10/5/2017 12:00:00 AM","238","227","288","6","2","758.08","1516.16","1495.9400"
"SO44283","10/5/2017 12:00:00 AM","220","227","288","6","2","20.19","40.38","24.0600"
"SO44283","10/5/2017 12:00:00 AM","340","227","288","6","2","419.46","838.92","826.2900"
"SO44283","10/5/2017 12:00:00 AM","266","227","288","6","1","183.94","183.94","181.4900"
"SO44283","10/5/2017 12:00:00 AM","334","227","288","6","1","419.46","419.46","413.1500"
"SO44283","10/5/2017 12:00:00 AM","315","227","288","6","6","874.79","5248.74","5308.2500"
"SO44283","10/5/2017 12:00:00 AM","285","227","288","6","2","178.58","357.16","352.4000"
"SO44284","10/7/2017 12:00:00 AM","212","146","289","1","3","20.19","60.57","36.0800"
"SO44284","10/7/2017 12:00:00 AM","232","146","289","1","1","28.84","28.84","31.7200"
"SO44284","10/7/2017 12:00:00 AM","351","146","289","1","7","2024.99","14174.93","13286.6600"
"SO44284","10/7/2017 12:00:00 AM","218","146","289","1","23","5.23","120.29","78.1100"
"SO44284","10/7/2017 12:00:00 AM","229","146","289","1","5","28.84","144.20","158.6200"
"SO44284","10/7/2017 12:00:00 AM","345","146","289","1","6","2039.99","12239.94","11472.9300"
"SO44284","10/7/2017 12:00:00 AM","347","146","289","1","4","2039.99","8159.96","7648.6200"
"SO44284","10/7/2017 12:00:00 AM","215","146","289","1","3","20.19","60.57","36.0800"
"SO44284","10/7/2017 12:00:00 AM","344","146","289","1","4","2039.99","8159.96","7648.6200"
"SO44284","10/7/2017 12:00:00 AM","235","146","289","1","1","28.84","28.84","31.7200"
"SO44284","10/7/2017 12:00:00 AM","349","146","289","1","10","2024.99","20249.90","18980.9400"
"SO44284","10/7/2017 12:00:00 AM","348","146","289","1","4","2024.99","8099.96","7592.3800"
"SO44284","10/7/2017 12:00:00 AM","350","146","289","1","4","2024.99","8099.96","7592.3800"
"SO44284","10/7/2017 12:00:00 AM","346","146","289","1","4","2039.99","8159.96","7648.6200"
"SO44284","10/7/2017 12:00:00 AM","220","146","289","1","4","20.19","80.76","48.1100"
"SO44284","10/7/2017 12:00:00 AM","223","146","289","1","1","5.19","5.19","5.7100"
"SO44285","10/7/2017 12:00:00 AM","218","397","286","1","12","5.51","66.12","40.7600"
"SO44285","10/7/2017 12:00:00 AM","348","397","286","1","2","2024.99","4049.98","3796.1900"
"SO44285","10/7/2017 12:00:00 AM","219","397","286","1","6","5.70","34.20","20.3800"
"SO44285","10/7/2017 12:00:00 AM","344","397","286","1","3","2039.99","6119.97","5736.4600"
"SO44285","10/7/2017 12:00:00 AM","292","397","286","1","3","818.70","2456.10","2120.4300"
"SO44285","10/7/2017 12:00:00 AM","351","397","286","1","2","2024.99","4049.98","3796.1900"
"SO44285","10/7/2017 12:00:00 AM","347","397","286","1","4","2039.99","8159.96","7648.6200"
"SO44285","10/7/2017 12:00:00 AM","346","397","286","1","5","2039.99","10199.95","9560.7700"
"SO44285","10/7/2017 12:00:00 AM","345","397","286","1","4","2039.99","8159.96","7648.6200"
"SO44285","10/7/2017 12:00:00 AM","349","397","286","1","2","2024.99","4049.98","3796.1900"
"SO44285","10/7/2017 12:00:00 AM","350","397","286","1","3","2024.99","6074.97","5694.2800"
"SO44285","10/7/2017 12:00:00 AM","296","397","286","1","2","714.70","1429.40","1234.0600"
"SO44285","10/7/2017 12:00:00 AM","307","397","286","1","4","722.59","2890.36","2495.3600"
"SO44286","10/7/2017 12:00:00 AM","317","511","282","4","1","874.79","874.79","884.7100"
"SO44286","10/7/2017 12:00:00 AM","314","511","282","4","1","2146.96","2146.96","2171.2900"
"SO44286","10/7/2017 12:00:00 AM","330","511","282","4","1","419.46","419.46","413.1500"
"SO44286","10/7/2017 12:00:00 AM","334","511","282","4","2","419.46","838.92","826.2900"
"SO44286","10/7/2017 12:00:00 AM","328","511","282","4","1","419.46","419.46","413.1500"
"SO44286","10/7/2017 12:00:00 AM","338","511","282","4","2","419.46","838.92","826.2900"
"SO44287","10/8/2017 12:00:00 AM","346","646","283","3","2","2039.99","4079.98","3824.3100"
"SO44287","10/8/2017 12:00:00 AM","350","646","283","3","2","2024.99","4049.98","3796.1900"
"SO44287","10/8/2017 12:00:00 AM","349","646","283","3","1","2024.99","2024.99","1898.0900"
"SO44287","10/8/2017 12:00:00 AM","218","646","283","3","3","5.70","17.10","10.1900"
"SO44287","10/8/2017 12:00:00 AM","344","646","283","3","3","2039.99","6119.97","5736.4600"
"SO44288","10/8/2017 12:00:00 AM","324","514","288","6","4","419.46","1677.84","1652.5900"
"SO44288","10/8/2017 12:00:00 AM","340","514","288","6","1","419.46","419.46","413.1500"
"SO44288","10/8/2017 12:00:00 AM","262","514","288","6","4","183.94","735.76","725.9400"
"SO44288","10/8/2017 12:00:00 AM","235","514","288","6","1","28.84","28.84","31.7200"
"SO44288","10/8/2017 12:00:00 AM","319","514","288","6","2","874.79","1749.58","1769.4200"
"SO44288","10/8/2017 12:00:00 AM","322","514","288","6","6","419.46","2516.76","2478.8800"
"SO44288","10/8/2017 12:00:00 AM","336","514","288","6","1","419.46","419.46","413.1500"
"SO44288","10/8/2017 12:00:00 AM","238","514","288","6","1","758.08","758.08","747.9700"
"SO44288","10/8/2017 12:00:00 AM","232","514","288","6","4","28.84","115.36","126.9000"
"SO44288","10/8/2017 12:00:00 AM","220","514","288","6","1","20.19","20.19","12.0300"
"SO44288","10/8/2017 12:00:00 AM","270","514","288","6","5","183.94","919.70","907.4300"
"SO44288","10/8/2017 12:00:00 AM","276","514","288","6","3","356.90","1070.70","1056.4200"
"SO44288","10/8/2017 12:00:00 AM","334","514","288","6","4","419.46","1677.84","1652.5900"
"SO44288","10/8/2017 12:00:00 AM","317","514","288","6","3","874.79","2624.37","2654.1200"
"SO44288","10/8/2017 12:00:00 AM","285","514","288","6","3","178.58","535.74","528.6000"
"SO44288","10/8/2017 12:00:00 AM","223","514","288","6","2","5.19","10.38","11.4100"
"SO44288","10/8/2017 12:00:00 AM","332","514","288","6","5","419.46","2097.30","2065.7300"
"SO44288","10/8/2017 12:00:00 AM","315","514","288","6","3","874.79","2624.37","2654.1200"
"SO44288","10/8/2017 12:00:00 AM","342","514","288","6","3","419.46","1258.38","1239.4400"
"SO44288","10/8/2017 12:00:00 AM","338","514","288","6","4","419.46","1677.84","1652.5900"
"SO44288","10/8/2017 12:00:00 AM","212","514","288","6","3","20.19","60.57","36.0800"
"SO44288","10/8/2017 12:00:00 AM","229","514","288","6","1","28.84","28.84","31.7200"
"SO44288","10/8/2017 12:00:00 AM","253","514","288","6","5","178.58","892.90","881.0000"
"SO44288","10/8/2017 12:00:00 AM","264","514","288","6","3","183.94","551.82","544.4600"
"SO44288","10/8/2017 12:00:00 AM","272","514","288","6","3","183.94","551.82","544.4600"
"SO44288","10/8/2017 12:00:00 AM","241","514","288","6","3","758.08","2274.24","2243.9000"
"SO44288","10/8/2017 12:00:00 AM","328","514","288","6","4","419.46","1677.84","1652.5900"
"SO44288","10/8/2017 12:00:00 AM","316","514","288","6","3","874.79","2624.37","2654.1200"
"SO44288","10/8/2017 12:00:00 AM","215","514","288","6","4","20.19","80.76","48.1100"
"SO44288","10/8/2017 12:00:00 AM","326","514","288","6","6","419.46","2516.76","2478.8800"
"SO44288","10/8/2017 12:00:00 AM","310","514","288","6","3","2146.96","6440.88","6513.8800"
"SO44288","10/8/2017 12:00:00 AM","330","514","288","6","2","419.46","838.92","826.2900"
"SO44288","10/8/2017 12:00:00 AM","314","514","288","6","1","2146.96","2146.96","2171.2900"
"SO44288","10/8/2017 12:00:00 AM","279","514","288","6","1","178.58","178.58","176.2000"
"SO44289","10/9/2017 12:00:00 AM","348","504","281","3","1","2024.99","2024.99","1898.0900"
"SO44289","10/9/2017 12:00:00 AM","344","504","281","3","1","2039.99","2039.99","1912.1500"
"SO44289","10/9/2017 12:00:00 AM","218","504","281","3","3","5.70","17.10","10.1900"
"SO44290","10/9/2017 12:00:00 AM","319","383","287","4","2","874.79","1749.58","1769.4200"
"SO44290","10/9/2017 12:00:00 AM","342","383","287","4","1","419.46","419.46","413.1500"
"SO44290","10/9/2017 12:00:00 AM","322","383","287","4","1","419.46","419.46","413.1500"
"SO44290","10/9/2017 12:00:00 AM","326","383","287","4","3","419.46","1258.38","1239.4400"
"SO44291","10/9/2017 12:00:00 AM","288","578","289","1","4","722.59","2890.36","2495.3600"
"SO44291","10/9/2017 12:00:00 AM","299","578","289","1","2","809.76","1619.52","1398.1900"
"SO44292","10/10/2017 12:00:00 AM","223","643","281","3","1","5.19","5.19","5.7100"
"SO44292","10/10/2017 12:00:00 AM","342","643","281","3","3","419.46","1258.38","1239.4400"
"SO44292","10/10/2017 12:00:00 AM","332","643","281","3","1","419.46","419.46","413.1500"
"SO44292","10/10/2017 12:00:00 AM","319","643","281","3","2","874.79","1749.58","1769.4200"
"SO44293","10/11/2017 12:00:00 AM","340","618","281","2","1","419.46","419.46","413.1500"
"SO44293","10/11/2017 12:00:00 AM","320","618","281","2","1","419.46","419.46","413.1500"
"SO44293","10/11/2017 12:00:00 AM","262","618","281","2","4","183.94","735.76","725.9400"
"SO44293","10/11/2017 12:00:00 AM","334","618","281","2","2","419.46","838.92","826.2900"
"SO44293","10/11/2017 12:00:00 AM","314","618","281","2","3","2146.96","6440.88","6513.8800"
"SO44293","10/11/2017 12:00:00 AM","223","618","281","2","2","5.19","10.38","11.4100"
"SO44293","10/11/2017 12:00:00 AM","324","618","281","2","1","419.46","419.46","413.1500"
"SO44293","10/11/2017 12:00:00 AM","328","618","281","2","2","419.46","838.92","826.2900"
"SO44293","10/11/2017 12:00:00 AM","270","618","281","2","1","183.94","183.94","181.4900"
"SO44293","10/11/2017 12:00:00 AM","215","618","281","2","4","20.19","80.76","48.1100"
"SO44293","10/11/2017 12:00:00 AM","212","618","281","2","1","20.19","20.19","12.0300"
"SO44293","10/11/2017 12:00:00 AM","229","618","281","2","2","28.84","57.68","63.4500"
"SO44293","10/11/2017 12:00:00 AM","312","618","281","2","1","2146.96","2146.96","2171.2900"
"SO44293","10/11/2017 12:00:00 AM","326","618","281","2","1","419.46","419.46","413.1500"
"SO44293","10/11/2017 12:00:00 AM","330","618","281","2","1","419.46","419.46","413.1500"
"SO44293","10/11/2017 12:00:00 AM","322","618","281","2","2","419.46","838.92","826.2900"
"SO44293","10/11/2017 12:00:00 AM","336","618","281","2","4","419.46","1677.84","1652.5900"
"SO44293","10/11/2017 12:00:00 AM","315","618","281","2","1","874.79","874.79","884.7100"
"SO44293","10/11/2017 12:00:00 AM","338","618","281","2","2","419.46","838.92","826.2900"
"SO44293","10/11/2017 12:00:00 AM","235","618","281","2","2","28.84","57.68","63.4500"
"SO44293","10/11/2017 12:00:00 AM","232","618","281","2","2","28.84","57.68","63.4500"
"SO44293","10/11/2017 12:00:00 AM","285","618","281","2","1","178.58","178.58","176.2000"
"SO44293","10/11/2017 12:00:00 AM","332","618","281","2","2","419.46","838.92","826.2900"
"SO44293","10/11/2017 12:00:00 AM","316","618","281","2","1","874.79","874.79","884.7100"
"SO44293","10/11/2017 12:00:00 AM","313","618","281","2","2","2146.96","4293.92","4342.5900"
"SO44294","10/11/2017 12:00:00 AM","296","119","288","6","1","714.70","714.70","617.0300"
"SO44294","10/11/2017 12:00:00 AM","348","119","288","6","4","2024.99","8099.96","7592.3800"
"SO44294","10/11/2017 12:00:00 AM","218","119","288","6","18","5.23","94.14","61.1300"
"SO44294","10/11/2017 12:00:00 AM","347","119","288","6","4","2039.99","8159.96","7648.6200"
"SO44294","10/11/2017 12:00:00 AM","344","119","288","6","6","2039.99","12239.94","11472.9300"
"SO44294","10/11/2017 12:00:00 AM","351","119","288","6","4","2024.99","8099.96","7592.3800"
"SO44294","10/11/2017 12:00:00 AM","307","119","288","6","1","722.59","722.59","623.8400"
"SO44294","10/11/2017 12:00:00 AM","349","119","288","6","4","2024.99","8099.96","7592.3800"
"SO44294","10/11/2017 12:00:00 AM","350","119","288","6","5","2024.99","10124.95","9490.4700"
"SO44294","10/11/2017 12:00:00 AM","292","119","288","6","2","818.70","1637.40","1413.6200"
"SO44294","10/11/2017 12:00:00 AM","346","119","288","6","2","2039.99","4079.98","3824.3100"
"SO44295","10/12/2017 12:00:00 AM","342","83","288","6","1","419.46","419.46","413.1500"
"SO44295","10/12/2017 12:00:00 AM","332","83","288","6","3","419.46","1258.38","1239.4400"
"SO44295","10/12/2017 12:00:00 AM","326","83","288","6","3","419.46","1258.38","1239.4400"
"SO44295","10/12/2017 12:00:00 AM","322","83","288","6","3","419.46","1258.38","1239.4400"
"SO44295","10/12/2017 12:00:00 AM","232","83","288","6","2","28.84","57.68","63.4500"
"SO44295","10/12/2017 12:00:00 AM","324","83","288","6","2","419.46","838.92","826.2900"
