DateKey,Flight,Departure Airport,Scheduled Departure Time,Actual Departure Time,Arrival Airport,Scheduled Arrival Time,Actual Arrival Time
20211009,TTA22,SEA,13:35,14:17,SFO,15:45,15:55
20211009,TTA23,SFO,17:35,17:42,SEA,19:45,19:53
20211009,TTA13,LAX,18:05,18:01,SEA,20:50,21:04
20211009,TTA36,SEA,18:15,18:21,PDX,19:15,19:28
20211009,TTA37,PDX,20:15,20:11,SEA,21:15,21:23
20211010,TTA37,PDX,20:15,,SEA,21:15,
20211010,TTA36,SEA,18:15,,PDX,19:15,
20211010,TTA33,PDX,12:15,,SEA,13:15,
20211010,TTA32,SEA,10:15,,PDX,11:15,
20211010,TTA30,SEA,06:15,06:21,PDX,07:15,07:20
20211010,TTA20,SEA,06:30,06:30,SFO,08:40,08:48
20211010,TTA10,SEA,06:10,06:51,LAX,08:55,09:12
20211010,TTA31,PDX,08:15,08:20,SEA,09:15,09:19
20211010,TTA11,LAX,09:50,09:55,SEA,12:35,12:31
20211010,TTA21,SFO,10:05,10:15,SEA,12:15,12:26
20211010,TTA12,SEA,14:05,14:14,LAX,16:50,16:58
20211010,TTA22,SEA,13:35,14:16,SFO,15:45,15:39
20211010,TTA23,SFO,17:35,17:39,SEA,19:45,19:45
20211010,TTA13,LAX,18:05,18:07,SEA,20:50,20:47
20211011,TTA21,SFO,10:05,,SEA,12:15,
20211011,TTA20,SEA,06:30,,SFO,08:40,
20211011,TTA10,SEA,06:10,06:06,LAX,08:55,08:55
20211011,TTA30,SEA,06:15,06:17,PDX,07:15,07:22
20211011,TTA31,PDX,08:15,08:12,SEA,09:15,09:14
20211011,TTA11,LAX,09:50,09:50,SEA,12:35,12:36
20211011,TTA34,SEA,14:15,14:21,PDX,15:15,15:15
20211011,TTA35,PDX,16:15,16:08,SEA,17:15,17:16
20211011,TTA36,SEA,18:15,18:15,PDX,19:15,20:51
20211011,TTA37,PDX,20:15,20:21,SEA,21:15,21:11
20211012,TTA30,SEA,06:15,06:13,PDX,07:15,07:18
20211012,TTA10,SEA,06:10,06:17,LAX,08:55,08:50
20211012,TTA20,SEA,06:30,06:37,SFO,08:40,08:41
20211012,TTA31,PDX,08:15,08:33,SEA,09:15,09:24
20211012,TTA11,LAX,09:50,09:53,SEA,12:35,12:31
20211012,TTA32,SEA,10:15,10:23,PDX,11:15,11:10
20211012,TTA21,SFO,10:05,10:45,SEA,12:15,12:19
20211012,TTA33,PDX,12:15,12:56,SEA,13:15,13:25
20211012,TTA22,SEA,13:35,13:45,SFO,15:45,15:50
20211012,TTA12,SEA,14:05,14:12,LAX,16:50,16:56
20211012,TTA23,SFO,17:35,17:41,SEA,19:45,19:41
20211012,TTA13,LAX,18:05,18:06,SEA,20:50,20:56
20211012,TTA36,SEA,18:15,18:16,PDX,19:15,19:26
20211012,TTA37,PDX,20:15,20:12,SEA,21:15,21:15
20211013,TTA30,SEA,06:15,06:19,PDX,07:15,07:16
20211013,TTA10,SEA,06:10,06:19,LAX,08:55,10:31
20211013,TTA20,SEA,06:30,06:31,SFO,08:40,08:43
20211013,TTA31,PDX,08:15,08:25,SEA,09:15,09:14
20211013,TTA11,LAX,09:50,09:58,SEA,12:35,12:49
20211013,TTA21,SFO,10:05,10:07,SEA,12:15,12:15
20211013,TTA22,SEA,13:35,13:43,SFO,15:45,16:00
20211013,TTA34,SEA,14:15,14:09,PDX,15:15,15:14
20211013,TTA35,PDX,16:15,16:22,SEA,17:15,17:18
20211013,TTA23,SFO,17:35,17:32,SEA,19:45,19:45
20211013,TTA36,SEA,18:15,18:24,PDX,19:15,19:14
20211013,TTA37,PDX,20:15,20:16,SEA,21:15,21:18
20211014,TTA30,SEA,06:15,06:20,PDX,07:15,07:15
20211014,TTA10,SEA,06:10,06:24,LAX,08:55,09:07
20211014,TTA20,SEA,06:30,06:40,SFO,08:40,08:57
20211014,TTA31,PDX,08:15,08:12,SEA,09:15,09:17
20211014,TTA11,LAX,09:50,09:52,SEA,12:35,12:38
20211014,TTA21,SFO,10:05,10:05,SEA,12:15,12:18
20211014,TTA32,SEA,10:15,10:25,PDX,11:15,11:55
20211014,TTA33,PDX,12:15,12:15,SEA,13:15,13:24
20211014,TTA22,SEA,13:35,13:40,SFO,15:45,15:52
20211014,TTA12,SEA,14:05,14:05,LAX,16:50,16:46
20211014,TTA23,SFO,17:35,17:37,SEA,19:45,19:45
20211014,TTA13,LAX,18:05,18:06,SEA,20:50,20:58
20211014,TTA36,SEA,18:15,18:15,PDX,19:15,19:18
20211014,TTA37,PDX,20:15,20:29,SEA,21:15,21:17
20211015,TTA10,SEA,06:10,06:09,LAX,08:55,08:50
20211015,TTA30,SEA,06:15,06:15,PDX,07:15,07:31
20211015,TTA20,SEA,06:30,06:37,SFO,08:40,08:50
20211015,TTA31,PDX,08:15,08:32,SEA,09:15,09:15
20211015,TTA11,LAX,09:50,09:46,SEA,12:35,12:31
20211015,TTA21,SFO,10:05,10:03,SEA,12:15,12:11
20211015,TTA34,SEA,14:15,14:08,PDX,15:15,15:30
20211015,TTA35,PDX,16:15,16:20,SEA,17:15,17:12
20211015,TTA36,SEA,18:15,18:21,PDX,19:15,19:27
20211015,TTA37,PDX,20:15,20:24,SEA,21:15,21:24
20211016,TTA10,SEA,06:10,06:20,LAX,08:55,08:58
20211016,TTA30,SEA,06:15,06:21,PDX,07:15,07:12
20211016,TTA20,SEA,06:30,06:44,SFO,08:40,08:41
20211016,TTA31,PDX,08:15,09:51,SEA,09:15,09:11
20211016,TTA11,LAX,09:50,10:05,SEA,12:35,12:43
20211016,TTA21,SFO,10:05,10:15,SEA,12:15,12:18
20211016,TTA32,SEA,10:15,10:25,PDX,11:15,11:18
20211016,TTA33,PDX,12:15,12:18,SEA,13:15,13:18
20211016,TTA22,SEA,13:35,13:35,SFO,15:45,15:44
20211016,TTA12,SEA,14:05,14:02,LAX,16:50,16:54
20211016,TTA23,SFO,17:35,17:28,SEA,19:45,19:45
20211016,TTA13,LAX,18:05,18:08,SEA,20:50,20:50
20211016,TTA36,SEA,18:15,18:15,PDX,19:15,19:15
20211016,TTA37,PDX,20:15,20:15,SEA,21:15,21:57
20211017,TTA10,SEA,06:10,06:19,LAX,08:55,09:05
20211017,TTA30,SEA,06:15,06:33,PDX,07:15,07:17
20211017,TTA20,SEA,06:30,06:37,SFO,08:40,08:41
20211017,TTA31,PDX,08:15,08:24,SEA,09:15,09:20
20211017,TTA11,LAX,09:50,09:59,SEA,12:35,12:34
20211017,TTA21,SFO,10:05,10:11,SEA,12:15,12:22
20211017,TTA32,SEA,10:15,10:14,PDX,11:15,11:22
20211017,TTA33,PDX,12:15,12:20,SEA,13:15,13:22
20211017,TTA22,SEA,13:35,13:37,SFO,15:45,15:57
20211017,TTA12,SEA,14:05,14:00,LAX,16:50,16:50
20211017,TTA23,SFO,17:35,17:30,SEA,19:45,21:20
20211017,TTA13,LAX,18:05,18:05,SEA,20:50,20:55
20211017,TTA36,SEA,18:15,18:56,PDX,19:15,19:13
20211017,TTA37,PDX,20:15,20:19,SEA,21:15,21:16
20211018,TTA10,SEA,06:10,06:13,LAX,08:55,09:03
20211018,TTA30,SEA,06:15,06:25,PDX,07:15,07:13
20211018,TTA20,SEA,06:30,06:32,SFO,08:40,08:47
20211018,TTA31,PDX,08:15,08:25,SEA,09:15,10:15
20211018,TTA11,LAX,09:50,09:53,SEA,12:35,12:51
20211018,TTA21,SFO,10:05,10:01,SEA,12:15,12:10
20211018,TTA34,SEA,14:15,14:33,PDX,15:15,15:17
20211018,TTA35,PDX,16:15,16:16,SEA,17:15,17:13
20211018,TTA36,SEA,18:15,18:18,PDX,19:15,19:20
20211018,TTA37,PDX,20:15,20:15,SEA,21:15,21:18
20211019,TTA10,SEA,06:10,06:05,LAX,08:55,09:02
20211019,TTA30,SEA,06:15,06:34,PDX,07:15,07:10
20211019,TTA20,SEA,06:30,06:37,SFO,08:40,08:45
20211019,TTA31,PDX,08:15,08:08,SEA,09:15,09:31
20211019,TTA21,SFO,10:05,10:07,SEA,12:15,12:10
20211019,TTA32,SEA,10:15,10:15,PDX,11:15,11:21
20211019,TTA11,LAX,09:50,11:26,SEA,12:35,12:39
20211019,TTA33,PDX,12:15,12:15,SEA,13:15,13:17
20211019,TTA22,SEA,13:35,13:38,SFO,15:45,15:50
20211019,TTA12,SEA,14:05,14:09,LAX,16:50,17:00
20211019,TTA23,SFO,17:35,17:45,SEA,19:45,19:44
20211019,TTA13,LAX,18:05,18:05,SEA,20:50,20:59
20211019,TTA36,SEA,18:15,18:24,PDX,19:15,19:23
20211019,TTA37,PDX,20:15,20:18,SEA,21:15,21:21
20211020,TTA10,SEA,06:10,06:10,LAX,08:55,09:02
20211020,TTA30,SEA,06:15,06:15,PDX,07:15,07:20
20211020,TTA20,SEA,06:30,06:38,SFO,08:40,08:48
20211020,TTA31,PDX,08:15,08:11,SEA,09:15,09:17
20211020,TTA21,SFO,10:05,09:58,SEA,12:15,12:23
20211020,TTA11,LAX,09:50,10:09,SEA,12:35,12:38
20211020,TTA22,SEA,13:35,13:40,SFO,15:45,15:52
20211020,TTA34,SEA,14:15,14:11,PDX,15:15,15:12
20211020,TTA35,PDX,16:15,16:15,SEA,17:15,17:19
20211020,TTA23,SFO,17:35,17:28,SEA,19:45,20:05
20211020,TTA36,SEA,18:15,18:14,PDX,19:15,19:15
20211020,TTA37,PDX,20:15,20:32,SEA,21:15,21:18
20211021,TTA30,SEA,06:15,06:17,PDX,07:15,07:18
20211021,TTA10,SEA,06:10,06:25,LAX,08:55,10:30
20211021,TTA20,SEA,06:30,06:47,SFO,08:40,08:50
20211021,TTA31,PDX,08:15,08:20,SEA,09:15,09:18
20211021,TTA11,LAX,09:50,09:54,SEA,12:35,12:32
20211021,TTA21,SFO,10:05,10:10,SEA,12:15,12:20
20211021,TTA32,SEA,10:15,10:22,PDX,11:15,11:22
20211021,TTA33,PDX,12:15,12:57,SEA,13:15,13:23
20211021,TTA22,SEA,13:35,13:42,SFO,15:45,15:49
20211021,TTA12,SEA,14:05,14:14,LAX,16:50,16:46
20211021,TTA23,SFO,17:35,17:40,SEA,19:45,19:51
20211021,TTA13,LAX,18:05,18:02,SEA,20:50,20:48
20211021,TTA36,SEA,18:15,18:55,PDX,19:15,19:23
20211021,TTA37,PDX,20:15,20:10,SEA,21:15,21:09
20211022,TTA10,SEA,06:10,06:06,LAX,08:55,09:10
20211022,TTA30,SEA,06:15,06:19,PDX,07:15,07:20
20211022,TTA20,SEA,06:30,06:34,SFO,08:40,08:44
20211022,TTA31,PDX,08:15,08:15,SEA,09:15,09:15
20211022,TTA11,LAX,09:50,10:10,SEA,12:35,12:37
20211022,TTA21,SFO,10:05,10:20,SEA,12:15,12:26
20211022,TTA34,SEA,14:15,14:22,PDX,15:15,15:19
20211022,TTA35,PDX,16:15,16:10,SEA,17:15,17:23
20211022,TTA36,SEA,18:15,18:15,PDX,19:15,19:13
20211022,TTA37,PDX,20:15,20:10,SEA,21:15,21:19
20211023,TTA10,SEA,06:10,06:15,LAX,08:55,09:00
20211023,TTA30,SEA,06:15,06:18,PDX,07:15,07:19
20211023,TTA20,SEA,06:30,06:30,SFO,08:40,08:40
20211023,TTA31,PDX,08:15,08:23,SEA,09:15,10:10
20211023,TTA11,LAX,09:50,10:04,SEA,12:35,12:37
20211023,TTA32,SEA,10:15,10:11,PDX,11:15,11:15
20211023,TTA21,SFO,10:05,10:17,SEA,12:15,12:56
20211023,TTA33,PDX,12:15,12:15,SEA,13:15,13:11
20211023,TTA22,SEA,13:35,13:38,SFO,15:45,15:38
20211023,TTA12,SEA,14:05,14:00,LAX,16:50,16:53
20211023,TTA23,SFO,17:35,17:35,SEA,19:45,21:21
20211023,TTA13,LAX,18:05,18:05,SEA,20:50,20:48
20211023,TTA36,SEA,18:15,19:10,PDX,19:15,19:14
20211023,TTA37,PDX,20:15,20:10,SEA,21:15,21:25
20211024,TTA10,SEA,06:10,06:07,LAX,08:55,09:05
20211024,TTA30,SEA,06:15,06:17,PDX,07:15,07:12
20211024,TTA20,SEA,06:30,06:26,SFO,08:40,08:46
20211024,TTA31,PDX,08:15,08:21,SEA,09:15,09:15
20211024,TTA11,LAX,09:50,09:48,SEA,12:35,12:46
20211024,TTA21,SFO,10:05,10:02,SEA,12:15,12:10
20211024,TTA32,SEA,10:15,10:16,PDX,11:15,11:14
20211024,TTA33,PDX,12:15,12:30,SEA,13:15,13:15
20211024,TTA22,SEA,13:35,13:31,SFO,15:45,16:25
20211024,TTA12,SEA,14:05,14:10,LAX,16:50,16:48
20211024,TTA23,SFO,17:35,17:46,SEA,19:45,19:48
20211024,TTA13,LAX,18:05,18:10,SEA,20:50,21:02
20211024,TTA36,SEA,18:15,18:22,PDX,19:15,19:23
20211024,TTA37,PDX,20:15,20:13,SEA,21:15,21:35
20211025,TTA30,SEA,06:15,06:20,PDX,07:15,07:25
20211025,TTA10,SEA,06:10,06:25,LAX,08:55,08:50
20211025,TTA20,SEA,06:30,06:39,SFO,08:40,08:52
20211025,TTA31,PDX,08:15,08:29,SEA,09:15,09:18
20211025,TTA11,LAX,09:50,09:54,SEA,12:35,12:47
20211025,TTA21,SFO,10:05,10:08,SEA,12:15,12:15
20211025,TTA34,SEA,14:15,14:22,PDX,15:15,15:24
20211025,TTA35,PDX,16:15,16:14,SEA,17:15,17:27
20211025,TTA36,SEA,18:15,18:15,PDX,19:15,19:11
20211025,TTA37,PDX,20:15,20:18,SEA,21:15,22:50
20211026,TTA30,SEA,06:15,06:15,PDX,07:15,07:21
20211026,TTA10,SEA,06:10,06:20,LAX,08:55,09:02
20211026,TTA20,SEA,06:30,06:23,SFO,08:40,08:47
20211026,TTA31,PDX,08:15,08:15,SEA,09:15,09:17
20211026,TTA11,LAX,09:50,09:45,SEA,12:35,12:36
20211026,TTA21,SFO,10:05,10:05,SEA,12:15,13:10
20211026,TTA32,SEA,10:15,10:22,PDX,11:15,11:24
20211026,TTA33,PDX,12:15,12:23,SEA,13:15,13:13
20211026,TTA22,SEA,13:35,13:43,SFO,15:45,16:45
20211026,TTA12,SEA,14:05,14:17,LAX,16:50,17:01
20211026,TTA23,SFO,17:35,17:34,SEA,19:45,19:53
20211026,TTA13,LAX,18:05,18:01,SEA,20:50,20:46
20211026,TTA36,SEA,18:15,18:17,PDX,19:15,19:17
20211026,TTA37,PDX,20:15,20:11,SEA,21:15,21:14
20211027,TTA10,SEA,06:10,06:11,LAX,08:55,08:55
20211027,TTA30,SEA,06:15,06:19,PDX,07:15,07:10
20211027,TTA20,SEA,06:30,07:11,SFO,08:40,08:52
20211027,TTA31,PDX,08:15,08:14,SEA,09:15,09:23
20211027,TTA11,LAX,09:50,09:59,SEA,12:35,12:50
20211027,TTA21,SFO,10:05,10:13,SEA,12:15,12:15
20211027,TTA22,SEA,13:35,13:39,SFO,15:45,15:41
20211027,TTA34,SEA,14:15,14:17,PDX,15:15,15:16
20211027,TTA35,PDX,16:15,16:35,SEA,17:15,17:15
20211027,TTA23,SFO,17:35,17:43,SEA,19:45,19:47
20211027,TTA36,SEA,18:15,18:13,PDX,19:15,19:15
20211027,TTA37,PDX,20:15,20:17,SEA,21:15,21:17
20211028,TTA10,SEA,06:10,06:06,LAX,08:55,08:55
20211028,TTA30,SEA,06:15,06:21,PDX,07:15,07:10
20211028,TTA20,SEA,06:30,06:37,SFO,08:40,08:47
20211028,TTA31,PDX,08:15,08:16,SEA,09:15,09:14
20211028,TTA11,LAX,09:50,09:58,SEA,12:35,12:36
20211028,TTA21,SFO,10:05,10:14,SEA,12:15,12:15
20211028,TTA32,SEA,10:15,10:24,PDX,11:15,11:24
20211028,TTA33,PDX,12:15,12:23,SEA,13:15,13:15
20211028,TTA22,SEA,13:35,13:45,SFO,15:45,15:41
20211028,TTA12,SEA,14:05,14:22,LAX,16:50,16:48
20211028,TTA23,SFO,17:35,17:36,SEA,19:45,19:45
20211028,TTA13,LAX,18:05,18:10,SEA,20:50,20:50
20211028,TTA36,SEA,18:15,18:12,PDX,19:15,19:16
20211028,TTA37,PDX,20:15,20:24,SEA,21:15,21:14
20211029,TTA10,SEA,06:10,06:22,LAX,08:55,09:05
20211029,TTA30,SEA,06:15,06:23,PDX,07:15,07:21
20211029,TTA20,SEA,06:30,06:26,SFO,08:40,08:46
20211029,TTA31,PDX,08:15,08:23,SEA,09:15,09:14
20211029,TTA11,LAX,09:50,10:09,SEA,12:35,12:45
20211029,TTA21,SFO,10:05,10:11,SEA,12:15,12:22
20211029,TTA34,SEA,14:15,14:56,PDX,15:15,15:22
20211029,TTA35,PDX,16:15,16:16,SEA,17:15,17:22
20211029,TTA36,SEA,18:15,18:32,PDX,19:15,19:11
20211029,TTA37,PDX,20:15,20:24,SEA,21:15,21:21
20211030,TTA10,SEA,06:10,06:13,LAX,08:55,09:11
20211030,TTA30,SEA,06:15,06:29,PDX,07:15,07:19
20211030,TTA20,SEA,06:30,06:32,SFO,08:40,08:33
20211030,TTA31,PDX,08:15,08:21,SEA,09:15,09:20
20211030,TTA11,LAX,09:50,09:49,SEA,12:35,12:30
20211030,TTA21,SFO,10:05,10:06,SEA,12:15,12:15
20211030,TTA32,SEA,10:15,10:13,PDX,11:15,11:16
20211030,TTA33,PDX,12:15,12:17,SEA,13:15,13:22
20211030,TTA22,SEA,13:35,13:39,SFO,15:45,15:53
20211030,TTA12,SEA,14:05,14:46,LAX,16:50,17:50
20211030,TTA13,LAX,18:05,18:14,SEA,20:50,20:48
20211030,TTA36,SEA,18:15,18:15,PDX,19:15,19:24
20211030,TTA23,SFO,17:35,19:10,SEA,19:45,19:56
20211030,TTA37,PDX,20:15,20:16,SEA,21:15,21:23
20211031,TTA10,SEA,06:10,06:10,LAX,08:55,08:53
20211031,TTA30,SEA,06:15,06:22,PDX,07:15,07:17
20211031,TTA20,SEA,06:30,06:50,SFO,08:40,08:48
20211031,TTA31,PDX,08:15,08:57,SEA,09:15,09:17
20211031,TTA11,LAX,09:50,09:54,SEA,12:35,12:45
20211031,TTA21,SFO,10:05,10:08,SEA,12:15,12:18
20211031,TTA32,SEA,10:15,10:23,PDX,11:15,11:11
20211031,TTA33,PDX,12:15,12:14,SEA,13:15,13:56
20211031,TTA22,SEA,13:35,13:37,SFO,15:45,15:54
20211031,TTA12,SEA,14:05,14:03,LAX,16:50,16:52
20211031,TTA23,SFO,17:35,17:52,SEA,19:45,19:41
20211031,TTA36,SEA,18:15,18:15,PDX,19:15,19:25
20211031,TTA13,LAX,18:05,18:15,SEA,20:50,20:57
20211031,TTA37,PDX,20:15,20:18,SEA,21:15,21:18
20211101,TTA30,SEA,06:15,06:14,PDX,07:15,07:10
20211101,TTA10,SEA,06:10,06:21,LAX,08:55,09:09
20211101,TTA20,SEA,06:30,06:32,SFO,08:40,08:43
20211101,TTA31,PDX,08:15,08:23,SEA,09:15,09:24
20211101,TTA32,SEA,10:15,10:17,PDX,11:15,11:34
20211101,TTA21,SFO,10:05,10:20,SEA,12:15,12:16
20211101,TTA11,LAX,09:50,10:32,SEA,12:35,12:41
20211101,TTA33,PDX,12:15,12:14,SEA,13:15,13:26
20211101,TTA12,SEA,14:05,14:06,LAX,16:50,16:57
20211101,TTA34,SEA,14:15,14:24,PDX,15:15,16:10
20211101,TTA35,PDX,16:15,16:17,SEA,17:15,17:15
20211101,TTA13,LAX,18:05,18:09,SEA,20:50,21:01
20211101,TTA36,SEA,18:15,18:15,PDX,19:15,19:09
20211101,TTA37,PDX,20:15,20:21,SEA,21:15,22:10
20211102,TTA30,SEA,06:15,06:13,PDX,07:15,07:16
20211102,TTA10,SEA,06:10,06:19,LAX,08:55,09:13
20211102,TTA20,SEA,06:30,06:37,SFO,08:40,08:48
20211102,TTA31,PDX,08:15,08:22,SEA,09:15,09:18
20211102,TTA11,LAX,09:50,09:47,SEA,12:35,12:55
20211102,TTA21,SFO,10:05,10:02,SEA,12:15,12:22
20211102,TTA32,SEA,10:15,10:25,PDX,11:15,11:23
20211102,TTA33,PDX,12:15,12:08,SEA,13:15,14:10
20211102,TTA22,SEA,13:35,13:32,SFO,15:45,15:52
20211102,TTA12,SEA,14:05,14:12,LAX,16:50,18:25
20211102,TTA34,SEA,14:15,14:15,PDX,15:15,15:31
20211102,TTA35,PDX,16:15,16:30,SEA,17:15,17:26
20211102,TTA23,SFO,17:35,17:52,SEA,19:45,19:45
20211102,TTA13,LAX,18:05,18:13,SEA,20:50,20:56
20211102,TTA36,SEA,18:15,18:20,PDX,19:15,19:26
20211102,TTA37,PDX,20:15,20:16,SEA,21:15,21:18
20211103,TTA30,SEA,06:15,06:15,PDX,07:15,07:21
20211103,TTA10,SEA,06:10,06:19,LAX,08:55,08:51
20211103,TTA20,SEA,06:30,06:36,SFO,08:40,08:35
20211103,TTA31,PDX,08:15,09:15,SEA,09:15,09:33
20211103,TTA11,LAX,09:50,10:03,SEA,12:35,12:31
20211103,TTA21,SFO,10:05,10:05,SEA,12:15,12:12
20211103,TTA32,SEA,10:15,10:10,PDX,11:15,11:34
20211103,TTA33,PDX,12:15,12:22,SEA,13:15,13:10
20211103,TTA22,SEA,13:35,13:46,SFO,15:45,15:41
20211103,TTA12,SEA,14:05,14:02,LAX,16:50,16:47
20211103,TTA34,SEA,14:15,15:15,PDX,15:15,15:18
20211103,TTA35,PDX,16:15,16:22,SEA,17:15,17:20
20211103,TTA23,SFO,17:35,17:44,SEA,19:45,19:52
20211103,TTA13,LAX,18:05,18:11,SEA,20:50,20:59
20211103,TTA36,SEA,18:15,18:20,PDX,19:15,19:10
20211103,TTA37,PDX,20:15,20:16,SEA,21:15,21:27
20211104,TTA10,SEA,06:10,06:06,LAX,08:55,10:31
20211104,TTA20,SEA,06:30,06:25,SFO,08:40,08:46
20211104,TTA30,SEA,06:15,06:55,PDX,07:15,07:22
20211104,TTA31,PDX,08:15,08:23,SEA,09:15,09:11
20211104,TTA11,LAX,09:50,09:47,SEA,12:35,12:30
20211104,TTA21,SFO,10:05,10:05,SEA,12:15,12:18
20211104,TTA32,SEA,10:15,10:15,PDX,11:15,11:15
20211104,TTA33,PDX,12:15,12:15,SEA,13:15,13:08
20211104,TTA22,SEA,13:35,13:39,SFO,15:45,15:49
20211104,TTA12,SEA,14:05,14:11,LAX,16:50,16:59
20211104,TTA34,SEA,14:15,14:24,PDX,15:15,15:30
20211104,TTA35,PDX,16:15,16:15,SEA,17:15,17:15
20211104,TTA23,SFO,17:35,17:34,SEA,19:45,19:46
20211104,TTA13,LAX,18:05,18:07,SEA,20:50,20:46
20211104,TTA36,SEA,18:15,18:13,PDX,19:15,19:21
20211104,TTA37,PDX,20:15,20:22,SEA,21:15,21:25
20211105,TTA10,SEA,06:10,06:17,LAX,08:55,08:52
20211105,TTA30,SEA,06:15,06:22,PDX,07:15,07:25
20211105,TTA20,SEA,06:30,06:36,SFO,08:40,08:44
20211105,TTA31,PDX,08:15,08:18,SEA,09:15,09:11
20211105,TTA11,LAX,09:50,09:48,SEA,12:35,12:38
20211105,TTA21,SFO,10:05,10:13,SEA,12:15,13:15
20211105,TTA32,SEA,10:15,10:29,PDX,11:15,11:15
20211105,TTA33,PDX,12:15,12:17,SEA,13:15,13:17
20211105,TTA12,SEA,14:05,14:01,LAX,16:50,16:50
20211105,TTA34,SEA,14:15,14:22,PDX,15:15,15:25
20211105,TTA35,PDX,16:15,16:25,SEA,17:15,17:19
20211105,TTA13,LAX,18:05,18:03,SEA,20:50,20:55
20211105,TTA36,SEA,18:15,18:14,PDX,19:15,19:21
20211105,TTA37,PDX,20:15,20:17,SEA,21:15,21:12
20211106,TTA10,SEA,06:10,06:04,LAX,08:55,08:59
20211106,TTA30,SEA,06:15,06:17,PDX,07:15,07:24
20211106,TTA20,SEA,06:30,06:30,SFO,08:40,08:59
20211106,TTA31,PDX,08:15,08:21,SEA,09:15,09:19
20211106,TTA11,LAX,09:50,09:53,SEA,12:35,12:39
20211106,TTA21,SFO,10:05,10:07,SEA,12:15,12:29
20211106,TTA32,SEA,10:15,10:15,PDX,11:15,11:20
20211106,TTA33,PDX,12:15,12:20,SEA,13:15,13:22
20211106,TTA12,SEA,14:05,14:07,LAX,16:50,16:57
20211106,TTA34,SEA,14:15,14:10,PDX,15:15,15:15
20211106,TTA22,SEA,13:35,14:16,SFO,15:45,16:25
20211106,TTA35,PDX,16:15,16:19,SEA,17:15,17:10
20211106,TTA23,SFO,17:35,17:39,SEA,19:45,19:55
20211106,TTA13,LAX,18:05,18:15,SEA,20:50,21:50
20211106,TTA36,SEA,18:15,18:20,PDX,19:15,19:10
20211106,TTA37,PDX,20:15,20:24,SEA,21:15,21:22
20211107,TTA10,SEA,06:10,06:13,LAX,08:55,08:57
20211107,TTA30,SEA,06:15,06:15,PDX,07:15,07:15
20211107,TTA20,SEA,06:30,06:50,SFO,08:40,09:40
20211107,TTA31,PDX,08:15,08:11,SEA,09:15,09:10
20211107,TTA11,LAX,09:50,10:04,SEA,12:35,12:45
20211107,TTA21,SFO,10:05,10:05,SEA,12:15,12:35
20211107,TTA32,SEA,10:15,10:21,PDX,11:15,11:10
20211107,TTA33,PDX,12:15,12:17,SEA,13:15,13:24
20211107,TTA22,SEA,13:35,13:44,SFO,15:45,15:40
20211107,TTA12,SEA,14:05,14:06,LAX,16:50,18:26
20211107,TTA34,SEA,14:15,14:21,PDX,15:15,15:20
20211107,TTA35,PDX,16:15,16:22,SEA,17:15,17:27
20211107,TTA23,SFO,17:35,17:30,SEA,19:45,19:54
20211107,TTA13,LAX,18:05,18:10,SEA,20:50,20:57
20211107,TTA36,SEA,18:15,18:16,PDX,19:15,19:25
20211107,TTA37,PDX,20:15,21:51,SEA,21:15,21:14
20211108,TTA30,SEA,06:15,06:12,PDX,07:15,07:11
20211108,TTA10,SEA,06:10,06:30,LAX,08:55,09:02
20211108,TTA20,SEA,06:30,06:33,SFO,08:40,08:35
20211108,TTA31,PDX,08:15,08:15,SEA,09:15,09:10
20211108,TTA11,LAX,09:50,09:44,SEA,12:35,12:44
20211108,TTA21,SFO,10:05,10:13,SEA,12:15,12:15
20211108,TTA32,SEA,10:15,10:16,PDX,11:15,11:14
20211108,TTA33,PDX,12:15,12:10,SEA,13:15,13:11
20211108,TTA34,SEA,14:15,14:24,PDX,15:15,15:25
20211108,TTA12,SEA,14:05,14:24,LAX,16:50,17:03
20211108,TTA35,PDX,16:15,16:57,SEA,17:15,17:20
20211108,TTA13,LAX,18:05,18:05,SEA,20:50,20:49
20211108,TTA36,SEA,18:15,18:11,PDX,19:15,19:15
20211108,TTA37,PDX,20:15,20:13,SEA,21:15,21:30
20211109,TTA10,SEA,06:10,06:08,LAX,08:55,09:07
20211109,TTA30,SEA,06:15,06:16,PDX,07:15,07:57
20211109,TTA20,SEA,06:30,06:25,SFO,08:40,08:40
20211109,TTA31,PDX,08:15,08:16,SEA,09:15,09:22
20211109,TTA11,LAX,09:50,09:54,SEA,12:35,12:29
20211109,TTA21,SFO,10:05,10:04,SEA,12:15,12:12
20211109,TTA32,SEA,10:15,10:11,PDX,11:15,11:08
20211109,TTA33,PDX,12:15,12:56,SEA,13:15,13:13
20211109,TTA22,SEA,13:35,13:39,SFO,15:45,15:49
20211109,TTA12,SEA,14:05,14:06,LAX,16:50,16:54
20211109,TTA34,SEA,14:15,14:15,PDX,15:15,15:19
20211109,TTA35,PDX,16:15,16:34,SEA,17:15,17:21
20211109,TTA23,SFO,17:35,17:40,SEA,19:45,19:55
20211109,TTA36,SEA,18:15,18:11,PDX,19:15,19:25
20211109,TTA13,LAX,18:05,18:13,SEA,20:50,20:59
20211109,TTA37,PDX,20:15,21:50,SEA,21:15,21:14
20211110,TTA10,SEA,06:10,06:15,LAX,08:55,09:05
20211110,TTA30,SEA,06:15,06:25,PDX,07:15,07:22
